Starting Python script...
Python process started asynchronously.
Starting Python script...
Python process started asynchronously.
Starting Python script...
Python process started asynchronously.
Starting Python script...
Python process started asynchronously.
Starting Python script...
Python process started asynchronously.
Starting Python script...
Python process started asynchronously.
ERROR: pybullet build time: Jul 20 2024 21:48:44
Connected by ('127.0.0.1', 60471)
Received: C:\Users\Ayman Tarek\Desktop\pubullet_data\pybullet_data\franka_panda\panda.urdf,, (0.00, 5.00, 0.00),,(0.00000, 0.00000, 0.00000, 1.00000),, 1
(ExtExcitedDc),, (0, 0),, (1, 3)
starting message: C:\Users\Ayman Tarek\Desktop\pubullet_data\pybullet_data\franka_panda\panda.urdf,, (0.00, 5.00, 0.00),,(0.00000, 0.00000, 0.00000, 1.00000),, 1
(ExtExcitedDc),, (0, 0),, (1, 3)
Number of Parts: 2
Split Parts: ['C:\\Users\\Ayman Tarek\\Desktop\\pubullet_data\\pybullet_data\\franka_panda\\panda.urdf,, (0.00, 5.00, 0.00),,(0.00000, 0.00000, 0.00000, 1.00000),, 1', '(ExtExcitedDc),, (0, 0),, (1, 3)']
Urls: ['C:\\Users\\Ayman Tarek\\Desktop\\pubullet_data\\pybullet_data\\franka_panda\\panda.urdf']
Positions: [[0.0, 5.0, 0.0]]
Orientations: [[0.0, 0.0, 0.0, 1.0]]
Scalings: [1.0]
Motor Names: ['ExtExcitedDc']
Corresponding Robot Numbers: [0, 0]
Corresponding Joints: [1, 3]
env  0  :  [400.  38. 210. 210.  60.  60.  60.]
Motor 0, Step 0: omega: 0.00020877742186228775, torque: 0.11168009300899805, i_a: 59.67539360602271, i_e: 1.1008586351679126, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 205: omega: 3.724323258355274, torque: 5.947808770715196, i_a: 59.62681526407775, i_e: 58.6768054960161, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 206: omega: 3.7480249667237646, torque: 5.950113373567753, i_a: 59.6252512751019, i_e: 58.70108075830479, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 207: omega: 3.771735538684368, torque: 5.952180495570848, i_a: 59.621762335557506, i_e: 58.724910289431826, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 208: omega: 3.7954544872335405, torque: 5.954397642480174, i_a: 59.620221657440695, i_e: 58.748303027830524, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 209: omega: 3.8191819482394083, torque: 5.956374153582351, i_a: 59.61670943658214, i_e: 58.77126623089477, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 210: omega: 3.8429174342214107, torque: 5.958507136159274, i_a: 59.61519223550652, i_e: 58.79380852945042, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 211: omega: 3.8666610944865223, torque: 5.960396249045073, i_a: 59.61165672793277, i_e: 58.81593690000327, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 212: omega: 3.8904124408184573, torque: 5.962448235441517, i_a: 59.610163129012186, i_e: 58.837659676344316, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 213: omega: 3.914171635743436, torque: 5.96425304912411, i_a: 59.606604362682525, i_e: 58.858983564916244, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 214: omega: 3.937938190070907, torque: 5.966227088238112, i_a: 59.60513444864361, i_e: 58.87991661265823, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 215: omega: 3.9617122793235824, torque: 5.9679505924958045, i_a: 59.6015524865441, i_e: 58.90046526638572, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 216: omega: 3.985493413118374, torque: 5.969849618038671, i_a: 59.60010629660636, i_e: 58.920637295995164, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 217: omega: 4.009281779747884, torque: 5.971494697671415, i_a: 59.59650123817027, i_e: 58.94043889873425, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 218: omega: 4.033076887438541, torque: 5.973321532105952, i_a: 59.595078767155556, i_e: 58.95987757690696, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 219: omega: 4.056878937021765, torque: 5.974890971014396, i_a: 59.591450749407706, i_e: 58.978959287888465, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 220: omega: 4.080687435155862, torque: 5.976648329372738, i_a: 59.590051947108904, i_e: 58.99769127549627, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 221: omega: 4.104502594975008, torque: 5.9781448144623806, i_a: 59.58640114550613, i_e: 59.01607926657566, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 222: omega: 4.128323921411941, torque: 5.979835308051508, i_a: 59.585025916341436, i_e: 59.034130255233606, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 223: omega: 4.152151639662144, torque: 5.981261432964764, i_a: 59.58135254528624, i_e: 59.051849746786644, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 224: omega: 4.175985252795368, torque: 5.9828875729671696, i_a: 59.58000074826134, i_e: 59.06924449409074, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 225: omega: 4.199824997821226, torque: 5.984245841646221, i_a: 59.576305061267625, i_e: 59.086319789604154, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 226: omega: 4.223670375828813, torque: 5.985810042622688, i_a: 59.574976510265564, i_e: 59.103082153088145, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 227: omega: 4.247521635388802, torque: 5.987102872706605, i_a: 59.57125879976362, i_e: 59.119536672492714, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 228: omega: 4.271378275511331, torque: 5.988607456007152, i_a: 59.569953264173904, i_e: 59.13568964235032, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 229: omega: 4.295240556069077, torque: 5.989837182067067, i_a: 59.566213860946576, i_e: 59.15154595414213, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 230: omega: 4.31910797391383, torque: 5.991284379155456, i_a: 59.564931066641314, i_e: 59.167111684759604, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 231: omega: 4.342980799955271, torque: 5.992453255772039, i_a: 59.56117033888902, i_e: 59.1823915369536, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 232: omega: 4.366858528825787, torque: 5.99384521146842, i_a: 59.559909969546815, i_e: 59.19739137729599, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 233: omega: 4.390741442201278, torque: 5.994955416156568, i_a: 59.55612832158746, i_e: 59.21211572725424, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 234: omega: 4.414629032451341, torque: 5.996294191801886, i_a: 59.55489002035833, i_e: 59.22657025014685, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 235: omega: 4.438521591741797, torque: 5.99734782778809, i_a: 59.5510878909755, i_e: 59.24075929332227, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 236: omega: 4.462418610152967, torque: 5.998635404333055, i_a: 59.549871262473225, i_e: 59.25468832366768, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 237: omega: 4.4863203900591575, torque: 5.999634503191425, i_a: 59.54604912293184, i_e: 59.268361521303, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 238: omega: 4.510226419240975, torque: 6.000872784212008, i_a: 59.54485373553398, i_e: 59.28178416327214, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 239: omega: 4.534137009995135, torque: 6.001819308365551, i_a: 59.541012087290234, i_e: 59.294960269091725, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 240: omega: 4.5580516478072, torque: 6.003010123006129, i_a: 59.539837475718805, i_e: 59.30789493232643, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 241: omega: 4.581970654606138, torque: 6.003905968100379, i_a: 59.53597684785783, i_e: 59.32059201825791, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 242: omega: 4.605893513601245, torque: 6.005051073944916, i_a: 59.53482251600793, i_e: 59.333056443120846, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 243: omega: 4.629820556060166, torque: 6.0058980711012975, i_a: 59.53094346244647, i_e: 59.34529192408158, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 244: omega: 4.653751262947732, torque: 6.006999156972302, i_a: 59.52980888642504, i_e: 59.35730320598817, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 245: omega: 4.677685974574008, torque: 6.007799074929232, i_a: 59.52591198292338, i_e: 59.36909386377059, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 246: omega: 4.70162416970307, torque: 6.008857763613584, i_a: 59.52479661425609, i_e: 59.38066847663629, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 247: omega: 4.725566197389238, torque: 6.009612310763103, i_a: 59.52088245528299, i_e: 59.39203048292507, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 248: omega: 4.749511534250298, torque: 6.010630161663642, i_a: 59.5197857242452, i_e: 59.403184301760206, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 249: omega: 4.77346053778558, torque: 6.011340987991827, i_a: 59.515854919744974, i_e: 59.41413324031256, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 250: omega: 4.797412682530613, torque: 6.012319499703025, i_a: 59.514776238769635, i_e: 59.424881562995665, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 251: omega: 4.821368334130266, torque: 6.012988198642197, i_a: 59.510829410879595, i_e: 59.43543245101537, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 252: omega: 4.845326965110239, torque: 6.013928811448247, i_a: 59.50976817799545, i_e: 59.445790019275016, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 253: omega: 4.869288948962107, torque: 6.014556921648697, i_a: 59.505805957759385, i_e: 59.455957328009426, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 254: omega: 4.893253756281366, torque: 6.015461019942394, i_a: 59.504761560015105, i_e: 59.465938347643004, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 255: omega: 4.917221768108979, torque: 6.01605002697134, i_a: 59.50078458414005, i_e: 59.475736022231324, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 256: omega: 4.941192453195903, torque: 6.016918941591968, i_a: 59.499756400968785, i_e: 59.48535418258897, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 257: omega: 4.965166199837522, torque: 6.01747027956682, i_a: 59.49576530866694, i_e: 59.49479566118886, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 258: omega: 4.989142475030838, torque: 6.018305290055676, i_a: 59.49475271515143, i_e: 59.50406415394882, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 259: omega: 5.013121674033869, torque: 6.018820343218264, i_a: 59.49074814510542, i_e: 59.513162386167856, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 260: omega: 5.037103262184077, torque: 6.019622679990745, i_a: 59.48975051510756, i_e: 59.522093923429395, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 261: omega: 5.061087641414287, torque: 6.020102784228533, i_a: 59.48573310259253, i_e: 59.53086138808638, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 262: omega: 5.085074275499634, torque: 6.020873630662, i_a: 59.48474981171508, i_e: 59.539468219804746, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 263: omega: 5.1090635727646205, torque: 6.021320074981749, i_a: 59.48072018590619, i_e: 59.54791694204534, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 264: omega: 5.133054995521098, torque: 6.022060569418879, i_a: 59.479750614260205, i_e: 59.55621087283299, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 265: omega: 5.1570489582075005, torque: 6.022474597377534, i_a: 59.47570939574825, i_e: 59.56435244062318, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 266: omega: 5.181044921772363, torque: 6.023185835045318, i_a: 59.47475293050501, i_e: 59.57234484594005, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 267: omega: 5.205043306496301, torque: 6.023568646142268, i_a: 59.47070072903755, i_e: 59.58019042595997, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 268: omega: 5.2290435720646045, torque: 6.024251680987251, i_a: 59.469756766748986, i_e: 59.587892267715205, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 269: omega: 5.253046144334868, torque: 6.024604432021376, i_a: 59.4656941792084, i_e: 59.59545262067519, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 270: omega: 5.277050481828561, torque: 6.025260278462328, i_a: 59.46476212788641, i_e: 59.60287446226162, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 271: omega: 5.3010570157220815, torque: 6.025584084856632, i_a: 59.46068973651027, i_e: 59.610159957661445, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 272: omega: 5.325065203471185, torque: 6.026213719456148, i_a: 59.45976901745978, i_e: 59.617311978443475, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 273: omega: 5.349075481320341, torque: 6.026509656552383, i_a: 59.4556873883066, i_e: 59.62433260879502, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 274: omega: 5.37308730575579, torque: 6.027114019609346, i_a: 59.454777437710995, i_e: 59.63122461806988, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 275: omega: 5.397101117847114, torque: 6.027383123934216, i_a: 59.4506871193671, i_e: 59.63799001260274, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 276: omega: 5.421116373204821, torque: 6.027963120999477, i_a: 59.44978738963103, i_e: 59.64463146305398, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 277: omega: 5.445133517488693, torque: 6.0282063915037805, i_a: 59.44568891215217, i_e: 59.65115090092286, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 278: omega: 5.4691520055244265, torque: 6.028762894821659, i_a: 59.44479887300839, i_e: 59.65755090158492, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 279: omega: 5.493172287335342, torque: 6.028981294093203, i_a: 59.44069274708596, i_e: 59.66383332459681, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 280: omega: 5.517193817050035, torque: 6.0295151439716985, i_a: 59.43981188647736, i_e: 59.670000653348204, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 281: omega: 5.541217048837089, torque: 6.029709599422484, i_a: 59.4356986028164, i_e: 59.676054678226876, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 282: omega: 5.565241436212191, torque: 6.030221605535221, i_a: 59.43482642756582, i_e: 59.68199779382913, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 283: omega: 5.589267437279373, torque: 6.030393010563255, i_a: 59.43070645646077, i_e: 59.68783172403381, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 284: omega: 5.613294505021869, torque: 6.030883953186359, i_a: 59.429842492743326, i_e: 59.693558777732804, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 285: omega: 5.637323101277835, torque: 6.031033168312044, i_a: 59.4257162838349, i_e: 59.6991806148471, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 286: omega: 5.661352678574594, torque: 6.031503799499215, i_a: 59.42486007746942, i_e: 59.704699461552586, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 287: omega: 5.68538370229156, torque: 6.0316316534762775, i_a: 59.420728059666274, i_e: 59.7101169162594, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 288: omega: 5.709415624572661, torque: 6.032082698175331, i_a: 59.41987917624221, i_e: 59.71543512531818, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 289: omega: 5.733448914154089, torque: 6.03218998907606, i_a: 59.41574175778961, i_e: 59.72065562797559, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 290: omega: 5.757483022864801, torque: 6.03262214619021, i_a: 59.414899782647176, i_e: 59.7257804935529, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 291: omega: 5.7815184226215575, torque: 6.032709642464741, i_a: 59.410757351325884, i_e: 59.73081120438563, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 292: omega: 5.805554565002649, torque: 6.033123585861817, i_a: 59.409921889406114, i_e: 59.73574975546926, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 293: omega: 5.829591924937324, torque: 6.033192027371227, i_a: 59.405774812844626, i_e: 59.74059757438953, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 294: omega: 5.853629953813409, torque: 6.033588406843927, i_a: 59.404945488426264, i_e: 59.745356584430176, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 295: omega: 5.8776691294125065, torque: 6.033638505866799, i_a: 59.4007941145098, i_e: 59.75002816050157, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 296: omega: 5.901708902988128, torque: 6.034017948046992, i_a: 59.3999705708491, i_e: 59.7546141567027, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 297: omega: 5.925749755021833, torque: 6.034050390259243, i_a: 59.39581522821021, i_e: 59.75911589725991, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 298: omega: 5.949791136684987, torque: 6.0344134994891965, i_a: 59.3949971270992, i_e: 59.763535169530016, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 299: omega: 5.9738335310142405, torque: 6.034428944916959, i_a: 59.39083812567508, i_e: 59.76787324896708, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 300: omega: 5.9978763891470965, torque: 6.03477630408019, i_a: 59.39002514693227, i_e: 59.77213185854634, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 301: omega: 6.021920196537704, torque: 6.0347753880256665, i_a: 59.385862778576424, i_e: 59.77631222678537, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 302: omega: 6.045964404334229, torque: 6.03510755933996, i_a: 59.38505461948283, i_e: 59.78041601455873, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 303: omega: 6.070009500277757, torque: 6.035090893280164, i_a: 59.38088915861819, i_e: 59.78444440521074, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 304: omega: 6.0940549355680105, torque: 6.035408419055167, i_a: 59.38008553331105, i_e: 59.78839899971893, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 305: omega: 6.118101200109214, torque: 6.035376591513546, i_a: 59.375917237613535, i_e: 59.79228093794792, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 306: omega: 6.142147745190061, torque: 6.035679994875207, i_a: 59.37511787644861, i_e: 59.796091763107, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 307: omega: 6.166195062760614, torque: 6.035633572266306, i_a: 59.37094698755174, i_e: 59.79983257320821, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 308: omega: 6.190242604232618, torque: 6.035923357850181, i_a: 59.37015163644338, i_e: 59.803504855748685, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 309: omega: 6.214290863490907, torque: 6.035862885297477, i_a: 59.365978380655214, i_e: 59.80710966845125, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 310: omega: 6.238339292101194, torque: 6.03613953991287, i_a: 59.365186800403144, i_e: 59.81064844508657, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 311: omega: 6.262388385777965, torque: 6.0360655420400855, i_a: 59.36101138942787, i_e: 59.814122204590795, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 312: omega: 6.286437596268807, torque: 6.036329535306744, i_a: 59.36022335503768, i_e: 59.81753232892546, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 313: omega: 6.310487421018437, torque: 6.036242517002877, i_a: 59.3560459866955, i_e: 59.820879799684114, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 314: omega: 6.3345373119813875, torque: 6.036494301961926, i_a: 59.3552612866995, i_e: 59.82416594887041, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 315: omega: 6.358587768238596, torque: 6.036394749120495, i_a: 59.35108214563961, i_e: 59.827391722123565, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 316: omega: 6.382638241973942, torque: 6.036634762821072, i_a: 59.35030058142338, i_e: 59.83055840327648, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 317: omega: 6.40668923381573, torque: 6.036523143053859, i_a: 59.346119839824404, i_e: 59.83366690334875, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 318: omega: 6.430740196197076, torque: 6.036751807116862, i_a: 59.34534122496381, i_e: 59.836718459727585, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 319: omega: 6.4547916312097, torque: 6.0366285704428115, i_a: 59.34115904321929, i_e: 59.8397139500964, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 320: omega: 6.478842991553496, torque: 6.036846291602968, i_a: 59.34038320283123, i_e: 59.84265456706169, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 321: omega: 6.502894780704308, torque: 6.036711871112655, i_a: 59.33619973021607, i_e: 59.84554115620497, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 322: omega: 6.5269464516441555, torque: 6.036919041740117, i_a: 59.335426500326435, i_e: 59.84837486695887, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 323: omega: 6.550998509158118, torque: 6.036773854236388, i_a: 59.33124187564219, i_e: 59.8511565139901, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 324: omega: 6.575050406523656, torque: 6.036970852838895, i_a: 59.33047110257342, i_e: 59.853887205108016, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 325: omega: 6.599102649764363, torque: 6.036815299454294, i_a: 59.32628545477064, i_e: 59.856567725206446, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 326: omega: 6.623154692464564, torque: 6.037002491160878, i_a: 59.32551699455059, i_e: 59.85919914196761, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 327: omega: 6.647207041819614, torque: 6.036836957952431, i_a: 59.3213304433266, i_e: 59.86178221161108, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 328: omega: 6.6712591517303705, torque: 6.037014694979569, i_a: 59.32056416112006, i_e: 59.864317963135385, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 329: omega: 6.695311530500918, torque: 6.036839553501642, i_a: 59.316376817492014, i_e: 59.86680712514276, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 330: omega: 6.719363632356709, torque: 6.0370081756026295, i_a: 59.31561258705572, i_e: 59.86925068934073, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 331: omega: 6.743415966651057, torque: 6.036823783458416, i_a: 59.311424553907294, i_e: 59.871649357731236, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 332: omega: 6.7674679879405755, torque: 6.03698361835681, i_a: 59.31066225706939, i_e: 59.87400408607414, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 333: omega: 6.791520206571647, torque: 6.036790319729145, i_a: 59.30647362967154, i_e: 59.876315550749865, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 334: omega: 6.815572077437253, torque: 6.036941683536926, i_a: 59.30571315583558, i_e: 59.878584672866396, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 335: omega: 6.8396241118238095, torque: 6.036739809699084, i_a: 59.30152402234131, i_e: 59.88081210412458, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 336: omega: 6.863675764964629, torque: 6.036883007320175, i_a: 59.30076526801458, i_e: 59.88299873223039, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 337: omega: 6.887727549036103, torque: 6.036672877127333, i_a: 59.29657570992817, i_e: 59.88514518511175, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 338: omega: 6.911778919614685, torque: 6.036808202647097, i_a: 59.29581857827409, i_e: 59.88725231827805, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 339: omega: 6.9358303897194755, torque: 6.036590123009056, i_a: 59.29162867089486, i_e: 59.889320736756915, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 340: omega: 6.959881415271846, torque: 6.036717860070354, i_a: 59.290873071309576, i_e: 59.89135126502372, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 341: omega: 6.9839325100889775, torque: 6.036492126406195, i_a: 59.28668288415086, i_e: 59.8933444860459, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 342: omega: 7.007983130437986, torque: 6.036612548572501, i_a: 59.28592873186286, i_e: 59.895301194385915, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 343: omega: 7.03203379089198, torque: 6.036379445247874, i_a: 59.28173832904749, i_e: 59.89722195175977, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 344: omega: 7.0560839480638045, torque: 6.036492816353931, i_a: 59.28098554473983, i_e: 59.89910752389808, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 345: omega: 7.080134117242669, torque: 6.036252617101465, i_a: 59.27679498537196, i_e: 59.90095845204401, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 346: omega: 7.104183755386365, torque: 6.036359191591999, i_a: 59.27604349482648, i_e: 59.90277547413889, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 347: omega: 7.128233378462581, torque: 6.036112159915559, i_a: 59.2718528333412, i_e: 59.904559111702774, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 348: omega: 7.152282443772573, torque: 6.036212183172455, i_a: 59.27110256710396, i_e: 59.90631007589277, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 349: omega: 7.176331467926965, torque: 6.035958572735809, i_a: 59.266911853595644, i_e: 59.908028869227714, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 350: omega: 7.2003799085683715, torque: 6.036052281394142, i_a: 59.26616274666238, i_e: 59.90971617704967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 351: omega: 7.224428282916749, torque: 6.035792336394584, i_a: 59.261972027192314, i_e: 59.911372483571405, u_a: 60.0, u_e: 60.0, u_sup: 60.0
